,support,itemsets
226,0.009239632588727648,frozenset({'22772'})
984,0.009239632588727648,frozenset({'23194'})
4482,0.009239632588727648,"frozenset({'23294', '23296'})"
503,0.009239632588727648,frozenset({'22614'})
3655,0.009239632588727648,"frozenset({'23201', '22411'})"
3133,0.009239632588727648,"frozenset({'22725', '22726', '22727'})"
335,0.009239632588727648,frozenset({'22938'})
2371,0.009239632588727648,"frozenset({'21122', '21121'})"
2538,0.009239632588727648,"frozenset({'85123A', '22178'})"
3622,0.009239632588727648,"frozenset({'20727', '22384', '23206'})"
3003,0.009239632588727648,"frozenset({'21175', '82600'})"
2587,0.009239632588727648,"frozenset({'23203', '85099F'})"
2143,0.009239632588727648,"frozenset({'22383', '22382', '23209'})"
444,0.009239632588727648,frozenset({'22227'})
2321,0.009239632588727648,"frozenset({'20726', '20725', '23209'})"
4039,0.009239632588727648,"frozenset({'85123A', '23298'})"
4366,0.009239632588727648,"frozenset({'23307', '21212'})"
1421,0.009239632588727648,"frozenset({'85123A', '82483'})"
2833,0.009239632588727648,"frozenset({'22920', '22918'})"
377,0.009239632588727648,frozenset({'22956'})
1600,0.009185281808793955,"frozenset({'85099B', '85099C', '21931'})"
3624,0.009185281808793955,"frozenset({'22384', '23206', '23209'})"
4108,0.009185281808793955,"frozenset({'23203', '23202', '23200'})"
143,0.009185281808793955,frozenset({'22174'})
525,0.009185281808793955,frozenset({'22088'})
2166,0.009185281808793955,"frozenset({'22384', '20727', '22382', '20725'})"
2296,0.009185281808793955,"frozenset({'20727', '20726', '23206'})"
1991,0.009185281808793955,"frozenset({'22197', '85099B'})"
1491,0.009185281808793955,"frozenset({'22384', '22386', '85099B'})"
1719,0.009185281808793955,"frozenset({'84997B', '84997C'})"
4375,0.009185281808793955,"frozenset({'23307', '23308'})"
781,0.009185281808793955,frozenset({'22747'})
1108,0.009185281808793955,frozenset({'23237'})
992,0.009185281808793955,frozenset({'23049'})
2840,0.009185281808793955,"frozenset({'22920', '22916'})"
3360,0.009185281808793955,"frozenset({'20723', '22356', '20724'})"
2841,0.009130931028860265,"frozenset({'22919', '22916'})"
378,0.009130931028860265,frozenset({'21329'})
2201,0.009130931028860265,"frozenset({'22384', '22383', '23209'})"
1651,0.009130931028860265,"frozenset({'21929', '22411', '85099B'})"
2725,0.009130931028860265,"frozenset({'22417', '22951'})"
3492,0.009130931028860265,"frozenset({'22720', '47566'})"
2829,0.009130931028860265,"frozenset({'22920', '22919'})"
1961,0.009130931028860265,"frozenset({'85099B', '22663'})"
3685,0.009130931028860265,"frozenset({'23199', '22411'})"
3108,0.009130931028860265,"frozenset({'21670', '21668'})"
1446,0.009130931028860265,"frozenset({'20725', '47566'})"
3720,0.009130931028860265,"frozenset({'23199', '22386', '85099B'})"
1902,0.009130931028860265,"frozenset({'22662', '22382', '20728'})"
3159,0.009130931028860265,"frozenset({'21672', '21671'})"
3673,0.009076580248926573,"frozenset({'23203', '23202', '23201'})"
201,0.009076580248926573,frozenset({'22441'})
1829,0.009076580248926573,"frozenset({'85123A', '22189'})"
474,0.009076580248926573,frozenset({'22120'})
2701,0.009076580248926573,"frozenset({'22910', '22909'})"
2628,0.009076580248926573,"frozenset({'85123A', '21034'})"
3118,0.009076580248926573,"frozenset({'85123A', '21181'})"
2993,0.009076580248926573,"frozenset({'22555', '22557'})"
3858,0.009076580248926573,"frozenset({'20719', '23204'})"
2435,0.009076580248926573,"frozenset({'20725', '85099B', '20728'})"
718,0.009076580248926573,frozenset({'20984'})
696,0.009076580248926573,frozenset({'21561'})
542,0.009076580248926573,frozenset({'21922'})
697,0.009076580248926573,frozenset({'22669'})
2348,0.009076580248926573,"frozenset({'21733', '85123A', '22804'})"
1771,0.009076580248926573,"frozenset({'21175', '21181', '21166'})"
3928,0.009076580248926573,"frozenset({'23208', '20725', '23206'})"
3931,0.009076580248926573,"frozenset({'23208', '22383', '23206'})"
724,0.009076580248926573,frozenset({'16156S'})
1034,0.009076580248926573,frozenset({'23130'})
4421,0.00902222946899288,"frozenset({'23322', '85123A'})"
3142,0.00902222946899288,"frozenset({'84997A', '84997B'})"
2267,0.00902222946899288,"frozenset({'20726', '22382', '22383', '20725'})"
4080,0.00902222946899288,"frozenset({'23201', '23200'})"
3686,0.00902222946899288,"frozenset({'23199', '20727'})"
551,0.00902222946899288,frozenset({'22753'})
3073,0.00902222946899288,"frozenset({'21928', '22411', '85099B'})"
1135,0.00902222946899288,frozenset({'23035'})
3680,0.00902222946899288,"frozenset({'23199', '20728'})"
3412,0.00902222946899288,"frozenset({'21908', '85152'})"
421,0.00902222946899288,frozenset({'22921'})
1110,0.00902222946899288,frozenset({'22950'})
3768,0.00902222946899288,"frozenset({'23203', '23207'})"
164,0.00902222946899288,frozenset({'22188'})
1345,0.00902222946899288,"frozenset({'22629', '22326'})"
322,0.00902222946899288,frozenset({'22580'})
475,0.00902222946899288,frozenset({'21179'})
2498,0.00902222946899288,"frozenset({'22417', '84991'})"
2576,0.00902222946899288,"frozenset({'85099F', '20725'})"
3160,0.00902222946899288,"frozenset({'21670', '21671'})"
1262,0.00902222946899288,"frozenset({'22632', '22633'})"
3294,0.00902222946899288,"frozenset({'22386', '20724'})"
4409,0.00902222946899288,"frozenset({'23266', '23264'})"
1790,0.00902222946899288,"frozenset({'22381', '22379'})"
2551,0.00902222946899288,"frozenset({'22551', '22553'})"
1822,0.008967878689059188,"frozenset({'85123A', '82484'})"
1081,0.008967878689059188,frozenset({'23129'})
408,0.008967878689059188,frozenset({'22485'})
2762,0.008967878689059188,"frozenset({'22142', '22141'})"
3276,0.008967878689059188,"frozenset({'21901', '21900'})"
1854,0.008967878689059188,"frozenset({'20726', '22662', '22383'})"
4250,0.008967878689059188,"frozenset({'23175', '23174', '23173'})"
4467,0.008967878689059188,"frozenset({'23319', '22086'})"
2962,0.008967878689059188,"frozenset({'22666', '22961'})"
552,0.008967878689059188,frozenset({'21495'})
1903,0.008967878689059188,"frozenset({'22383', '22662', '20728'})"
4082,0.008967878689059188,"frozenset({'23200', '23206'})"
3332,0.008967878689059188,"frozenset({'22356', '20725'})"
630,0.008967878689059188,frozenset({'22564'})
1867,0.008967878689059188,"frozenset({'22384', '22662', '22382'})"
2429,0.008967878689059188,"frozenset({'22383', '22382', '20725', '20728'})"
422,0.008967878689059188,frozenset({'22241'})
3748,0.008913527909125496,"frozenset({'23199', '23202', '85099B'})"
1119,0.008913527909125496,frozenset({'23286'})
1780,0.008913527909125496,"frozenset({'21672', '21669'})"
3278,0.008913527909125496,"frozenset({'21899', '21900'})"
1125,0.008913527909125496,frozenset({'23292'})
2187,0.008913527909125496,"frozenset({'20727', '22383', '22384', '20728'})"
1804,0.008913527909125496,"frozenset({'22457', '22469'})"
1197,0.008913527909125496,frozenset({'23396'})
2842,0.008913527909125496,"frozenset({'22917', '22916', '22918'})"
3161,0.008913527909125496,"frozenset({'21669', '21671'})"
2710,0.008913527909125496,"frozenset({'22952', '22086'})"
172,0.008913527909125496,frozenset({'22064'})
581,0.008913527909125496,frozenset({'22065'})
3850,0.008913527909125496,"frozenset({'23199', '23204'})"
1603,0.008913527909125496,"frozenset({'85099C', '22411', '85099B'})"
3390,0.008913527909125496,"frozenset({'22355', '20719', '20724'})"
3213,0.008913527909125496,"frozenset({'47566B', '47566'})"
2078,0.008859177129191804,"frozenset({'22729', '22726', '22727'})"
1257,0.008859177129191804,"frozenset({'22867', '22633'})"
265,0.008859177129191804,frozenset({'22531'})
438,0.008859177129191804,frozenset({'21098'})
1784,0.008859177129191804,"frozenset({'85099B', '22379'})"
4469,0.008859177129191804,"frozenset({'23319', '23318'})"
2671,0.008859177129191804,"frozenset({'22751', '22749'})"
829,0.008859177129191804,frozenset({'20829'})
3217,0.008859177129191804,"frozenset({'22382', '22385'})"
4448,0.008859177129191804,"frozenset({'23344', '85099B'})"
3639,0.008859177129191804,"frozenset({'23203', '23209', '23206'})"
2246,0.008859177129191804,"frozenset({'22384', '20726', '22383', '20725'})"
3027,0.008859177129191804,"frozenset({'22355', '21931'})"
1236,0.008859177129191804,frozenset({'23382'})
2264,0.008804826349258112,"frozenset({'20726', '22383', '20725', '20728'})"
2846,0.008804826349258112,"frozenset({'22917', '22919', '22916'})"
3494,0.008804826349258112,"frozenset({'22960', '22722'})"
2834,0.008804826349258112,"frozenset({'22917', '22919', '22918'})"
1232,0.008804826349258112,frozenset({'23535'})
4115,0.008804826349258112,"frozenset({'23199', '23200', '85099B'})"
2843,0.008804826349258112,"frozenset({'22920', '22917', '22916'})"
4027,0.008804826349258112,"frozenset({'23203', '23208', '23209'})"
575,0.008804826349258112,frozenset({'22818'})
2060,0.008804826349258112,"frozenset({'22867', '22865', '22866'})"
3409,0.008804826349258112,"frozenset({'21175', '21908'})"
3455,0.008804826349258112,"frozenset({'21559', '21558'})"
4073,0.008804826349258112,"frozenset({'20725', '85099B', '23209'})"
644,0.008804826349258112,frozenset({'22460'})
1521,0.008804826349258112,"frozenset({'85099B', '20725', '21931'})"
2611,0.008804826349258112,"frozenset({'21931', '20713'})"
2173,0.008804826349258112,"frozenset({'22384', '22382', '20725', '20728'})"
455,0.008804826349258112,frozenset({'21135'})
1179,0.008804826349258112,frozenset({'23352'})
364,0.008804826349258112,frozenset({'22925'})
250,0.008804826349258112,frozenset({'16237'})
292,0.008804826349258112,frozenset({'22327'})
3537,0.00875047556932442,"frozenset({'22998', '22996'})"
3574,0.00875047556932442,"frozenset({'22384', '20728', '23206'})"
2322,0.00875047556932442,"frozenset({'23209', '20726', '23206'})"
1717,0.00875047556932442,"frozenset({'22352', '21559'})"
936,0.00875047556932442,frozenset({'47503A'})
1370,0.00875047556932442,"frozenset({'22661', '20719'})"
2100,0.00875047556932442,"frozenset({'22835', '22111'})"
3882,0.00875047556932442,"frozenset({'23205', '23204'})"
4414,0.00875047556932442,"frozenset({'23264', '23265'})"
729,0.00875047556932442,frozenset({'21902'})
1474,0.00875047556932442,"frozenset({'22384', '22386', '20725'})"
1782,0.00875047556932442,"frozenset({'15056N', '15056BL'})"
764,0.00875047556932442,frozenset({'22430'})
1511,0.00875047556932442,"frozenset({'22382', '21931'})"
3338,0.00875047556932442,"frozenset({'22356', '85099B'})"
3932,0.00875047556932442,"frozenset({'23208', '22383', '20725'})"
520,0.008696124789390728,frozenset({'22781'})
3770,0.008696124789390728,"frozenset({'23207', '20725', '23206'})"
4195,0.008696124789390728,"frozenset({'23173', '23170'})"
3905,0.008696124789390728,"frozenset({'23208', '85099B'})"
773,0.008696124789390728,frozenset({'22649'})
2241,0.008696124789390728,"frozenset({'22384', '20726', '22382', '20725'})"
3859,0.008696124789390728,"frozenset({'20723', '23204'})"
968,0.008696124789390728,frozenset({'22994'})
2537,0.008696124789390728,"frozenset({'84879', '22178'})"
1134,0.008696124789390728,frozenset({'23014'})
2272,0.008641774009457035,"frozenset({'20727', '20726', '22383', '20725'})"
2443,0.008641774009457035,"frozenset({'23209', '20725', '20728'})"
2847,0.008641774009457035,"frozenset({'22916', '22919', '22918'})"
1764,0.008641774009457035,"frozenset({'85123A', '21175'})"
251,0.008641774009457035,frozenset({'22465'})
2830,0.008641774009457035,"frozenset({'22920', '22917', '22919'})"
521,0.008641774009457035,frozenset({'22801'})
1904,0.008641774009457035,"frozenset({'22662', '20725', '20728'})"
2835,0.008641774009457035,"frozenset({'22920', '22917', '22918'})"
445,0.008641774009457035,frozenset({'22943'})
950,0.008641774009457035,frozenset({'22148'})
4149,0.008641774009457035,"frozenset({'20727', '23202'})"
2989,0.008641774009457035,"frozenset({'22554', '22551', '22556'})"
2281,0.008641774009457035,"frozenset({'20727', '20726', '22382', '20725'})"
2044,0.008641774009457035,"frozenset({'21166', '21175', '85152'})"
4042,0.008641774009457035,"frozenset({'23298', '85099B'})"
3793,0.008641774009457035,"frozenset({'22383', '23207', '23206'})"
4160,0.008641774009457035,"frozenset({'23202', '22386', '85099B'})"
1699,0.008641774009457035,"frozenset({'20723', '20719', '20724'})"
959,0.008587423229523343,frozenset({'23233'})
1620,0.008587423229523343,"frozenset({'21929', '20725'})"
648,0.008587423229523343,frozenset({'22672'})
3970,0.008587423229523343,"frozenset({'23208', '20727', '20725'})"
3143,0.008587423229523343,"frozenset({'84997A', '84997D'})"
3304,0.008587423229523343,"frozenset({'23209', '20724'})"
2071,0.008587423229523343,"frozenset({'22730', '22728', '22726'})"
1635,0.008587423229523343,"frozenset({'23202', '21929'})"
3428,0.008587423229523343,"frozenset({'22845', '22844'})"
3384,0.008587423229523343,"frozenset({'20726', '20719'})"
841,0.008587423229523343,frozenset({'84596G'})
3937,0.008587423229523343,"frozenset({'23208', '22383', '22382'})"
1975,0.008587423229523343,"frozenset({'22423', '85099B'})"
4040,0.008587423229523343,"frozenset({'84879', '23298'})"
266,0.008587423229523343,frozenset({'22109'})
2844,0.008587423229523343,"frozenset({'22920', '22916', '22918'})"
3173,0.008533072449589651,"frozenset({'21670', '21673'})"
556,0.008533072449589651,frozenset({'51014A'})
1359,0.008533072449589651,"frozenset({'22630', '22659'})"
1677,0.008533072449589651,"frozenset({'20723', '85099B'})"
504,0.008533072449589651,frozenset({'21984'})
2968,0.008533072449589651,"frozenset({'85123A', '22666'})"
553,0.008533072449589651,frozenset({'22794'})
1352,0.008533072449589651,"frozenset({'22326', '20726'})"
645,0.008533072449589651,frozenset({'22419'})
4059,0.008533072449589651,"frozenset({'85123A', '23209'})"
3063,0.008533072449589651,"frozenset({'85099C', '21928'})"
463,0.008533072449589651,frozenset({'22974'})
1592,0.008533072449589651,"frozenset({'23199', '85099C'})"
526,0.008533072449589651,frozenset({'85199S'})
527,0.008533072449589651,frozenset({'22574'})
2255,0.008478721669655959,"frozenset({'22384', '20726', '20725', '20728'})"
3174,0.008478721669655959,"frozenset({'21673', '21669'})"
2020,0.008478721669655959,"frozenset({'22963', '22962'})"
2848,0.008478721669655959,"frozenset({'22920', '22919', '22916'})"
882,0.008478721669655959,frozenset({'72351B'})
2021,0.008478721669655959,"frozenset({'21889', '21790'})"
1596,0.008478721669655959,"frozenset({'85099C', '23202'})"
690,0.008478721669655959,frozenset({'22374'})
2967,0.008478721669655959,"frozenset({'22423', '22666'})"
2836,0.008478721669655959,"frozenset({'22920', '22919', '22918'})"
1581,0.008478721669655959,"frozenset({'85099C', '20725'})"
3740,0.008478721669655959,"frozenset({'23203', '23199', '23209'})"
2724,0.008478721669655959,"frozenset({'22951', '21977'})"
557,0.008478721669655959,frozenset({'22366'})
1869,0.008478721669655959,"frozenset({'22384', '22383', '22662'})"
4516,0.008478721669655959,"frozenset({'22867', '23439'})"
851,0.008478721669655959,frozenset({'22439'})
1820,0.008424370889722267,"frozenset({'85123A', '22470', '22469'})"
2497,0.008424370889722267,"frozenset({'22417', '21977'})"
2284,0.008424370889722267,"frozenset({'20726', '22382', '20725', '20728'})"
2750,0.008424370889722267,"frozenset({'22113', '22111'})"
3295,0.008424370889722267,"frozenset({'21931', '20724'})"
1762,0.008424370889722267,"frozenset({'23203', '22411', '85099B'})"
1103,0.008424370889722267,frozenset({'23239'})
3517,0.008424370889722267,"frozenset({'22961', '22993'})"
3302,0.008424370889722267,"frozenset({'23206', '20724'})"
268,0.008424370889722267,frozenset({'21955'})
3967,0.008424370889722267,"frozenset({'23208', '20727', '22383'})"
267,0.008424370889722267,frozenset({'21811'})
2495,0.008424370889722267,"frozenset({'22417', '21213'})"
1311,0.008424370889722267,"frozenset({'22423', '22727'})"
1149,0.008424370889722267,frozenset({'23342'})
252,0.008424370889722267,frozenset({'22714'})
323,0.008424370889722267,frozenset({'21986'})
1415,0.008424370889722267,"frozenset({'82486', '85123A'})"
2726,0.008424370889722267,"frozenset({'22951', '84991'})"
2788,0.008424370889722267,"frozenset({'85099C', '21930'})"
3687,0.008424370889722267,"frozenset({'23199', '22384'})"
910,0.008424370889722267,frozenset({'22741'})
3771,0.008424370889722267,"frozenset({'22383', '23207', '20725'})"
2748,0.008424370889722267,"frozenset({'22367', '22899'})"
2853,0.008424370889722267,"frozenset({'22921', '22918'})"
4197,0.008424370889722267,"frozenset({'22423', '23170'})"
2854,0.008370020109788575,"frozenset({'22916', '22921'})"
2202,0.008370020109788575,"frozenset({'22384', '20728', '23209'})"
3402,0.008370020109788575,"frozenset({'22563', '22562'})"
4043,0.008370020109788575,"frozenset({'23298', '20725'})"
3919,0.008370020109788575,"frozenset({'23208', '23207', '23206'})"
2583,0.008370020109788575,"frozenset({'23199', '85099F'})"
3002,0.008370020109788575,"frozenset({'21181', '82600'})"
379,0.008370020109788575,frozenset({'22573'})
1084,0.008370020109788575,frozenset({'23210'})
3814,0.008370020109788575,"frozenset({'22384', '23207', '20725'})"
3333,0.008370020109788575,"frozenset({'22384', '22356'})"
2856,0.008370020109788575,"frozenset({'22919', '22921'})"
2855,0.008370020109788575,"frozenset({'22917', '22921'})"
2585,0.008370020109788575,"frozenset({'85099F', '23202'})"
3021,0.008370020109788575,"frozenset({'20727', '22355'})"
1327,0.008370020109788575,"frozenset({'22629', '20725'})"
719,0.008370020109788575,frozenset({'22986'})
2552,0.008370020109788575,"frozenset({'22557', '22553'})"
2849,0.008370020109788575,"frozenset({'22917', '22916', '22919', '22918'})"
2430,0.008370020109788575,"frozenset({'20727', '22382', '20725', '20728'})"
253,0.008370020109788575,frozenset({'22813'})
3521,0.008370020109788575,"frozenset({'21212', '22993'})"
202,0.008370020109788575,frozenset({'22110'})
594,0.008370020109788575,frozenset({'37448'})
3647,0.008370020109788575,"frozenset({'23201', '20725'})"
3889,0.008370020109788575,"frozenset({'23205', '20724'})"
1685,0.008315669329854884,"frozenset({'20727', '20723'})"
2297,0.008315669329854884,"frozenset({'20728', '20726', '23206'})"
1522,0.008315669329854884,"frozenset({'22383', '20725', '21931'})"
2324,0.008315669329854884,"frozenset({'20726', '22382', '23209'})"
3363,0.008315669329854884,"frozenset({'22356', '20719', '20724'})"
1547,0.008315669329854884,"frozenset({'23203', '85099B', '21931'})"
2431,0.008315669329854884,"frozenset({'20727', '22383', '22382', '20728'})"
2167,0.008315669329854884,"frozenset({'22384', '22383', '22382', '20725'})"
856,0.008315669329854884,frozenset({'22093'})
3000,0.008315669329854884,"frozenset({'82600', '85152'})"
543,0.008315669329854884,frozenset({'35961'})
860,0.008315669329854884,frozenset({'21903'})
778,0.008315669329854884,frozenset({'22161'})
1608,0.008315669329854884,"frozenset({'85099F', '85099C', '85099B'})"
4063,0.008315669329854884,"frozenset({'23203', '20727', '23209'})"
464,0.008315669329854884,frozenset({'22584'})
3575,0.008261318549921192,"frozenset({'20728', '22382', '23206'})"
2456,0.008261318549921192,"frozenset({'84378', '22966'})"
1823,0.008261318549921192,"frozenset({'82482', '82484'})"
567,0.008261318549921192,frozenset({'37449'})
3803,0.008261318549921192,"frozenset({'20727', '22383', '23207'})"
1894,0.008261318549921192,"frozenset({'22383', '22662', '22382', '20725'})"
833,0.008261318549921192,frozenset({'22156'})
254,0.008261318549921192,frozenset({'22736'})
365,0.008261318549921192,frozenset({'21257'})
784,0.008261318549921192,frozenset({'21878'})
2614,0.008261318549921192,"frozenset({'22386', '20713'})"
2947,0.008261318549921192,"frozenset({'20712', '22386', '85099B'})"
3846,0.008261318549921192,"frozenset({'23209', '23207', '23206'})"
2845,0.008261318549921192,"frozenset({'22920', '22917', '22916', '22918'})"
2479,0.0082069677699875,"frozenset({'21977', '21213'})"
3933,0.0082069677699875,"frozenset({'23208', '22383', '23209'})"
3968,0.0082069677699875,"frozenset({'23208', '20727', '23206'})"
4249,0.0082069677699875,"frozenset({'22423', '23174'})"
3236,0.0082069677699875,"frozenset({'23203', '22385'})"
4410,0.0082069677699875,"frozenset({'23264', '23263'})"
3220,0.0082069677699875,"frozenset({'22385', '20725'})"
3246,0.0082069677699875,"frozenset({'22386', '22385', '85099B'})"
883,0.0082069677699875,frozenset({'22329'})
2529,0.0082069677699875,"frozenset({'20914', '20725'})"
1727,0.0082069677699875,"frozenset({'21212', '22961'})"
3130,0.0082069677699875,"frozenset({'22730', '22725'})"
2040,0.0082069677699875,"frozenset({'85123A', '85152'})"
3420,0.0082069677699875,"frozenset({'82551', '82552'})"
3795,0.0082069677699875,"frozenset({'22383', '22382', '23207'})"
1465,0.0082069677699875,"frozenset({'22382', '22386'})"
1472,0.0082069677699875,"frozenset({'22386', '23209'})"
2377,0.0082069677699875,"frozenset({'82581', '82578'})"
4223,0.0082069677699875,"frozenset({'22699', '23171'})"
4222,0.0082069677699875,"frozenset({'22697', '23171'})"
2242,0.0082069677699875,"frozenset({'22384', '20727', '20726', '20725'})"
2850,0.0082069677699875,"frozenset({'22920', '22917', '22919', '22916'})"
2196,0.0082069677699875,"frozenset({'22384', '20727', '85099B'})"
3429,0.0082069677699875,"frozenset({'22747', '22748'})"
4483,0.008152616990053808,"frozenset({'23295', '23294', '23293'})"
2641,0.008152616990053808,"frozenset({'22630', '22382'})"
1028,0.008152616990053808,frozenset({'23145'})
3010,0.008152616990053808,"frozenset({'22423', '21843'})"
1452,0.008152616990053808,"frozenset({'22197', '21212'})"
116,0.008152616990053808,frozenset({'22466'})
3378,0.008152616990053808,"frozenset({'20719', '20725'})"
2805,0.008152616990053808,"frozenset({'23203', '21930'})"
2397,0.008152616990053808,"frozenset({'22383', '47566'})"
3497,0.008152616990053808,"frozenset({'22666', '22722'})"
2441,0.008152616990053808,"frozenset({'20727', '23209', '20728'})"
2919,0.008152616990053808,"frozenset({'22720', '22624'})"
2318,0.008152616990053808,"frozenset({'20726', '22383', '23209'})"
2174,0.008152616990053808,"frozenset({'20727', '22382', '22384', '20728'})"
1433,0.008152616990053808,"frozenset({'21733', '22470'})"
3067,0.008152616990053808,"frozenset({'21928', '20725'})"
3671,0.008152616990053808,"frozenset({'23203', '23201', '85099B'})"
3192,0.008152616990053808,"frozenset({'22431', '22432'})"
2442,0.008152616990053808,"frozenset({'23209', '22383', '20728'})"
3743,0.008152616990053808,"frozenset({'23199', '23209', '23206'})"
528,0.008152616990053808,frozenset({'22601'})
2765,0.008098266210120116,"frozenset({'22367', '21156'})"
4144,0.008098266210120116,"frozenset({'22384', '23202'})"
2204,0.008098266210120116,"frozenset({'22384', '22382', '23209'})"
2362,0.008098266210120116,"frozenset({'85049E', '22077'})"
2808,0.008098266210120116,"frozenset({'21930', '22386', '85099B'})"
3175,0.008098266210120116,"frozenset({'21672', '21673'})"
2862,0.008098266210120116,"frozenset({'22921', '22919', '22918'})"
3177,0.008098266210120116,"frozenset({'21673', '21668'})"
656,0.008098266210120116,frozenset({'20674'})
1165,0.008098266210120116,frozenset({'16169E'})
3001,0.008098266210120116,"frozenset({'21166', '82600'})"
3694,0.008098266210120116,"frozenset({'23199', '85099B', '23206'})"
85,0.008098266210120116,frozenset({'82567'})
471,0.008098266210120116,frozenset({'22222'})
3299,0.008098266210120116,"frozenset({'20726', '20724'})"
3078,0.008098266210120116,"frozenset({'21929', '22386', '21928'})"
2357,0.008098266210120116,"frozenset({'21175', '22413'})"
1385,0.008098266210120116,"frozenset({'22629', '22631'})"
3379,0.008098266210120116,"frozenset({'22383', '20719'})"
397,0.008098266210120116,frozenset({'22713'})
2837,0.008098266210120116,"frozenset({'22920', '22917', '22919', '22918'})"
1994,0.008098266210120116,"frozenset({'22197', '20725'})"
1855,0.008098266210120116,"frozenset({'20727', '20726', '22662'})"
1681,0.008098266210120116,"frozenset({'20723', '20728'})"
2858,0.008098266210120116,"frozenset({'22921', '22916', '22918'})"
2859,0.008098266210120116,"frozenset({'22917', '22921', '22918'})"
1023,0.008098266210120116,frozenset({'23152'})
2795,0.008043915430186423,"frozenset({'21930', '20725'})"
2860,0.008043915430186423,"frozenset({'22917', '22916', '22921'})"
2851,0.008043915430186423,"frozenset({'22920', '22916', '22919', '22918'})"
2582,0.008043915430186423,"frozenset({'85099F', '23201'})"
1265,0.008043915430186423,"frozenset({'22867', '22632'})"
1457,0.008043915430186423,"frozenset({'21212', '85123A'})"
1458,0.008043915430186423,"frozenset({'21212', '22720'})"
1371,0.008043915430186423,"frozenset({'20723', '22661'})"
3488,0.008043915430186423,"frozenset({'22720', '85099B'})"
4244,0.008043915430186423,"frozenset({'23174', '23170'})"
465,0.008043915430186423,frozenset({'22743'})
2135,0.008043915430186423,"frozenset({'20725', '22382', '85099B'})"
2716,0.008043915430186423,"frozenset({'22149', '22147'})"
568,0.008043915430186423,frozenset({'37446'})
380,0.008043915430186423,frozenset({'21260'})
1871,0.008043915430186423,"frozenset({'20727', '22662', '22384'})"
3106,0.008043915430186423,"frozenset({'21670', '21672'})"
3971,0.008043915430186423,"frozenset({'23208', '20727', '23209'})"
293,0.008043915430186423,frozenset({'21243'})
2857,0.007989564650252731,"frozenset({'22920', '22921'})"
570,0.007989564650252731,frozenset({'21818'})
117,0.007989564650252731,frozenset({'22779'})
3683,0.007989564650252731,"frozenset({'23199', '22382'})"
1277,0.007989564650252731,"frozenset({'84879', '21754'})"
3623,0.007989564650252731,"frozenset({'22384', '22382', '23206'})"
1438,0.007989564650252731,"frozenset({'22114', '22111'})"
3520,0.007989564650252731,"frozenset({'85123A', '22993'})"
4246,0.007989564650252731,"frozenset({'22699', '23174'})"
3804,0.007989564650252731,"frozenset({'20727', '23207', '23206'})"
1988,0.007989564650252731,"frozenset({'85014A', '85014B'})"
2045,0.007989564650252731,"frozenset({'21166', '21181', '85152'})"
706,0.007989564650252731,frozenset({'21988'})
705,0.007989564650252731,frozenset({'21987'})
4185,0.007989564650252731,"frozenset({'22697', '23173'})"
698,0.007989564650252731,frozenset({'85227'})
294,0.007989564650252731,frozenset({'21244'})
2741,0.007989564650252731,"frozenset({'21212', '21976'})"
1652,0.007989564650252731,"frozenset({'21929', '85099F', '85099B'})"
1367,0.007989564650252731,"frozenset({'22356', '22661'})"
3403,0.007989564650252731,"frozenset({'21166', '82583'})"
3650,0.007989564650252731,"frozenset({'22383', '23201'})"
432,0.007989564650252731,frozenset({'22854'})
3448,0.007989564650252731,"frozenset({'21165', '21175'})"
3938,0.007989564650252731,"frozenset({'23208', '22382', '20725'})"
3860,0.007989564650252731,"frozenset({'22356', '23204'})"
2863,0.007989564650252731,"frozenset({'22917', '22919', '22921'})"
2864,0.007935213870319039,"frozenset({'22916', '22919', '22921'})"
1444,0.007935213870319039,"frozenset({'22114', '23355', '22112'})"
1212,0.007935213870319039,frozenset({'23390'})
4089,0.007935213870319039,"frozenset({'22386', '23200'})"
3566,0.007935213870319039,"frozenset({'22386', '23206'})"
1670,0.007935213870319039,"frozenset({'21212', '21975', '84991'})"
505,0.007935213870319039,frozenset({'22842'})
3805,0.007935213870319039,"frozenset({'20727', '23207', '20725'})"
1126,0.007935213870319039,frozenset({'23287'})
675,0.007935213870319039,frozenset({'21158'})
2579,0.007935213870319039,"frozenset({'85099F', '22384'})"
4145,0.007935213870319039,"frozenset({'23202', '22383'})"
986,0.007935213870319039,frozenset({'22982'})
2937,0.007935213870319039,"frozenset({'20726', '20712'})"
3777,0.007935213870319039,"frozenset({'22383', '23207', '20728'})"
1299,0.007935213870319039,"frozenset({'22960', '21212'})"
2489,0.007935213870319039,"frozenset({'84380', '22966'})"
381,0.007935213870319039,frozenset({'21584'})
1424,0.007935213870319039,"frozenset({'82482', '82483', '82494L'})"
1526,0.007935213870319039,"frozenset({'85099B', '22383', '21931'})"
382,0.007935213870319039,frozenset({'22744'})
2298,0.007935213870319039,"frozenset({'22384', '20726', '23206'})"
2789,0.007880863090385347,"frozenset({'85099F', '21930'})"
2561,0.007880863090385347,"frozenset({'21212', '21210'})"
472,0.007880863090385347,frozenset({'22187'})
2168,0.007880863090385347,"frozenset({'20727', '22383', '22382', '22384'})"
3502,0.007880863090385347,"frozenset({'22303', '22302'})"
2083,0.007880863090385347,"frozenset({'22729', '22728', '22727'})"
