,basket,product_to_recommend,probability,price,description
10008,"frozenset({'22383', '20724'})",frozenset({'22384'}),0.4870466321243523,1.65,LUNCH BAG PINK POLKADOT
5660,"frozenset({'20727', '20726'})",frozenset({'23206'}),0.48703170028818443,1.65,LUNCH BAG APPLE DESIGN
10338,"frozenset({'22355', '20725'})",frozenset({'20719'}),0.48691099476439786,0.85,WOODLAND CHARLOTTE BAG
11320,"frozenset({'23206', '23209'})",frozenset({'20727'}),0.48684210526315785,1.65,LUNCH BAG  BLACK SKULL.
7574,"frozenset({'21212', '22951'})",frozenset({'21975'}),0.48677248677248675,0.55,PACK OF 60 DINOSAUR CAKE CASES
6841,"frozenset({'21212', '84992'})",frozenset({'21977'}),0.48672566371681414,0.55,PACK OF 60 PINK PAISLEY CAKE CASES
14954,"frozenset({'23203', '23202', '85099B'})",frozenset({'23209'}),0.48672566371681414,1.65,LUNCH BAG VINTAGE DOILY 
9332,"frozenset({'22725', '22727'})","frozenset({'22728', '22726'})",0.48672566371681414,7.5,"ALARM CLOCK BAKELIKE PINK, ALARM CLOCK BAKELIKE GREEN"
1053,"frozenset({'23203', '21931'})",frozenset({'22386'}),0.48672566371681414,1.79,JUMBO BAG PINK POLKADOT
15764,frozenset({'23172'}),"frozenset({'22699', '22698'})",0.48660714285714285,5.9,"ROSES REGENCY TEACUP AND SAUCER , PINK REGENCY TEACUP AND SAUCER"
6267,frozenset({'22804'}),frozenset({'21733'}),0.4865525672371638,2.95,RED HANGING HEART T-LIGHT HOLDER
11864,"frozenset({'23201', '85099B'})",frozenset({'23199'}),0.48648648648648646,1.79,JUMBO BAG APPLES
12296,"frozenset({'22383', '20725', '23206'})",frozenset({'23207'}),0.48623853211009177,1.65,LUNCH BAG ALPHABET DESIGN
16514,frozenset({'23353'}),frozenset({'23354'}),0.4861660079051383,0.83,6 GIFT TAGS 50'S CHRISTMAS 
4735,"frozenset({'22384', '20725', '23209'})",frozenset({'23203'}),0.485981308411215,2.08,JUMBO BAG VINTAGE DOILY 
16278,frozenset({'23264'}),"frozenset({'23266', '23263'})",0.4859437751004016,2.5,"SET OF 3 WOODEN STOCKING DECORATION, SET OF 3 WOODEN HEART DECORATIONS"
16301,frozenset({'23264'}),"frozenset({'23265', '23263'})",0.4859437751004016,2.5,"SET OF 3 WOODEN TREE DECORATIONS, SET OF 3 WOODEN HEART DECORATIONS"
13718,"frozenset({'23208', '20727'})","frozenset({'22383', '23206'})",0.48559670781893005,3.3,"LUNCH BAG SUKI DESIGN , LUNCH BAG APPLE DESIGN"
11454,"frozenset({'20727', '22383', '22384'})",frozenset({'23206'}),0.48559670781893005,1.65,LUNCH BAG APPLE DESIGN
16544,frozenset({'23356'}),frozenset({'23355'}),0.48552338530066813,4.95,HOT WATER BOTTLE KEEP CALM
6596,"frozenset({'22383', '22382', '20728'})","frozenset({'20727', '20725'})",0.48535564853556484,3.1,"LUNCH BAG  BLACK SKULL., LUNCH BAG RED RETROSPOT"
5303,"frozenset({'22383', '22382', '20728'})","frozenset({'20726', '20725'})",0.48535564853556484,3.1,"LUNCH BAG WOODLAND, LUNCH BAG RED RETROSPOT"
9538,frozenset({'21672'}),frozenset({'21673'}),0.48534201954397393,1.45,WHITE SPOT BLUE CERAMIC DRAWER KNOB
4952,"frozenset({'22384', '20726', '20725'})","frozenset({'20727', '22383'})",0.4852320675105485,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG SUKI DESIGN "
16563,frozenset({'23439'}),frozenset({'22633'}),0.4851752021563343,2.1,HAND WARMER UNION JACK
5799,"frozenset({'20727', '22383', '23206'})","frozenset({'20726', '20725'})",0.4851485148514852,3.1,"LUNCH BAG WOODLAND, LUNCH BAG RED RETROSPOT"
11371,"frozenset({'20727', '22383', '23206'})","frozenset({'20725', '23209'})",0.4851485148514852,3.1,"LUNCH BAG RED RETROSPOT, LUNCH BAG VINTAGE DOILY "
15780,"frozenset({'23172', '23171'})","frozenset({'22699', '22698'})",0.4851485148514852,5.9,"ROSES REGENCY TEACUP AND SAUCER , PINK REGENCY TEACUP AND SAUCER"
3477,frozenset({'85014B'}),frozenset({'85014A'}),0.48514851485148514,5.95,BLACK/BLUE POLKADOT UMBRELLA
5173,"frozenset({'22382', '20725', '20728'})","frozenset({'22384', '20726'})",0.4851063829787234,3.3,"LUNCH BAG PINK POLKADOT, LUNCH BAG WOODLAND"
1864,frozenset({'21166'}),frozenset({'21175'}),0.48504983388704315,2.08,GIN AND TONIC DIET METAL SIGN
217,"frozenset({'22629', '22382'})",frozenset({'20726'}),0.48500000000000004,1.65,LUNCH BAG WOODLAND
5069,"frozenset({'22384', '20726', '22382'})","frozenset({'22383', '20728'})",0.48500000000000004,3.3,"LUNCH BAG SUKI DESIGN , LUNCH BAG CARS BLUE"
4071,"frozenset({'20727', '22384'})",frozenset({'22382'}),0.4849137931034483,1.65,LUNCH BAG SPACEBOY DESIGN 
10386,frozenset({'21507'}),frozenset({'21509'}),0.4848484848484849,0.42,COWBOYS AND INDIANS BIRTHDAY CARD 
7056,frozenset({'21915'}),frozenset({'21914'}),0.4848484848484848,1.25,BLUE HARMONICA IN BOX 
3120,"frozenset({'20727', '22662'})",frozenset({'23206'}),0.4848484848484848,1.65,LUNCH BAG APPLE DESIGN
6092,"frozenset({'22384', '20726', '22383'})",frozenset({'23209'}),0.4846938775510204,1.65,LUNCH BAG VINTAGE DOILY 
2543,"frozenset({'22384', '20726', '20728'})",frozenset({'22662'}),0.4846938775510204,1.65,LUNCH BAG DOLLY GIRL DESIGN
15525,"frozenset({'23174', '23173'})","frozenset({'22699', '23175'})",0.4846938775510204,6.2,"ROSES REGENCY TEACUP AND SAUCER , REGENCY MILK JUG PINK "
10983,"frozenset({'22384', '20725', '23206'})","frozenset({'22383', '20728'})",0.48453608247422675,3.3,"LUNCH BAG SUKI DESIGN , LUNCH BAG CARS BLUE"
5734,"frozenset({'20726', '20725', '23206'})","frozenset({'22383', '22382'})",0.48453608247422675,3.3,"LUNCH BAG SUKI DESIGN , LUNCH BAG SPACEBOY DESIGN "
12152,"frozenset({'23203', '23199'})",frozenset({'23209'}),0.48447204968944096,1.65,LUNCH BAG VINTAGE DOILY 
8725,"frozenset({'22554', '22556'})",frozenset({'22555'}),0.484375,1.65,PLASTERS IN TIN STRONGMAN
15482,"frozenset({'23175', '23173'})","frozenset({'23174', '23171'})",0.48437499999999994,5.8,"REGENCY SUGAR BOWL GREEN, REGENCY TEA PLATE GREEN "
9671,frozenset({'20675'}),frozenset({'20674'}),0.48430493273542596,1.25,GREEN POLKADOT BOWL
6970,"frozenset({'21975', '84991'})",frozenset({'22417'}),0.48430493273542596,0.55,PACK OF 60 SPACEBOY CAKE CASES
14172,"frozenset({'23208', '20726'})","frozenset({'20725', '23206'})",0.4842105263157894,3.1,"LUNCH BAG RED RETROSPOT, LUNCH BAG APPLE DESIGN"
16064,"frozenset({'22699', '23170'})","frozenset({'22697', '23172', '22698'})",0.4842105263157894,7.55,"GREEN REGENCY TEACUP AND SAUCER, REGENCY TEA PLATE PINK, PINK REGENCY TEACUP AND SAUCER"
10745,frozenset({'23052'}),frozenset({'23049'}),0.48416289592760176,8.25,RECYCLED ACAPULCO MAT RED
14295,"frozenset({'23202', '23209'})","frozenset({'23203', '23208'})",0.4838709677419355,3.73,"JUMBO BAG VINTAGE DOILY , LUNCH BAG VINTAGE LEAF DESIGN"
14949,"frozenset({'23202', '23209'})",frozenset({'85099B'}),0.4838709677419355,2.08,JUMBO BAG RED RETROSPOT
9251,"frozenset({'21668', '21669'})","frozenset({'21670', '21672'})",0.48341232227488146,2.9,"BLUE SPOT CERAMIC DRAWER KNOB, WHITE SPOT RED CERAMIC DRAWER KNOB"
14534,"frozenset({'23203', '23200'})",frozenset({'23209'}),0.4833948339483395,1.65,LUNCH BAG VINTAGE DOILY 
3822,"frozenset({'22111', '22112'})",frozenset({'22835'}),0.4833333333333333,4.95,HOT WATER BOTTLE I AM SO POORLY
5095,"frozenset({'20727', '22383', '20726'})","frozenset({'22384', '22382'})",0.4832535885167464,3.3,"LUNCH BAG PINK POLKADOT, LUNCH BAG SPACEBOY DESIGN "
6176,"frozenset({'20727', '20726', '22383'})",frozenset({'23209'}),0.4832535885167464,1.65,LUNCH BAG VINTAGE DOILY 
11852,"frozenset({'23199', '23206'})",frozenset({'23203'}),0.48310810810810806,2.08,JUMBO BAG VINTAGE DOILY 
14716,"frozenset({'85099B', '23200'})","frozenset({'23203', '23202'})",0.48292682926829267,4.16,"JUMBO BAG VINTAGE DOILY , JUMBO BAG VINTAGE LEAF"
9397,frozenset({'84997A'}),"frozenset({'84997B', '84997C'})",0.4829059829059829,8.3,"CHILDRENS CUTLERY RETROSPOT RED , CHILDRENS CUTLERY POLKADOT BLUE"
14853,"frozenset({'23203', '85099B'})",frozenset({'23202'}),0.4829059829059829,2.08,JUMBO BAG VINTAGE LEAF
1654,"frozenset({'20723', '22355'})","frozenset({'20719', '20724'})",0.4829059829059829,1.7,"WOODLAND CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG"
16319,frozenset({'23321'}),frozenset({'23322'}),0.48281786941580757,2.95,LARGE WHITE HEART OF WICKER
8953,"frozenset({'22383', '22355'})",frozenset({'20726'}),0.4827586206896552,1.65,LUNCH BAG WOODLAND
1678,"frozenset({'22355', '22383'})",frozenset({'20723'}),0.4827586206896552,0.85,STRAWBERRY CHARLOTTE BAG
2159,"frozenset({'20727', '20726', '20725'})",frozenset({'22662'}),0.48260869565217396,1.65,LUNCH BAG DOLLY GIRL DESIGN
10493,frozenset({'21078'}),frozenset({'21080'}),0.48258706467661694,0.85,SET/20 RED RETROSPOT PAPER NAPKINS 
3333,"frozenset({'22662', '23209'})",frozenset({'23207'}),0.48258706467661694,1.65,LUNCH BAG ALPHABET DESIGN
1490,"frozenset({'85099F', '21929'})","frozenset({'22386', '85099B'})",0.48258706467661694,3.87,"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT"
9074,"frozenset({'22386', '21928'})",frozenset({'85099F'}),0.48245614035087725,2.08,JUMBO BAG STRAWBERRY
8613,"frozenset({'20712', '22386'})",frozenset({'85099F'}),0.4824120603015076,2.08,JUMBO BAG STRAWBERRY
4316,"frozenset({'85123A', '22384'})",frozenset({'20728'}),0.4824120603015076,1.65,LUNCH BAG CARS BLUE
15904,"frozenset({'23172', '23170'})","frozenset({'22697', '22698'})",0.482233502538071,5.9,"GREEN REGENCY TEACUP AND SAUCER, PINK REGENCY TEACUP AND SAUCER"
16080,"frozenset({'23172', '23170'})",frozenset({'22423'}),0.482233502538071,12.75,REGENCY CAKESTAND 3 TIER
15710,"frozenset({'23172', '23170'})",frozenset({'23175'}),0.482233502538071,3.25,REGENCY MILK JUG PINK 
9057,"frozenset({'22386', '21929'})","frozenset({'85099B', '21928'})",0.4822134387351778,4.16,"JUMBO BAG RED RETROSPOT, JUMBO BAG SCANDINAVIAN BLUE PAISLEY"
4542,"frozenset({'22382', '23209'})",frozenset({'22384'}),0.482200647249191,1.65,LUNCH BAG PINK POLKADOT
7631,frozenset({'22144'}),frozenset({'22142'}),0.48218527315914483,1.45,CHRISTMAS CRAFT WHITE FAIRY 
15606,frozenset({'23172'}),frozenset({'23173'}),0.4821428571428571,9.95,REGENCY TEAPOT ROSES 
9225,frozenset({'21672'}),frozenset({'21670'}),0.48208469055374586,1.45,BLUE SPOT CERAMIC DRAWER KNOB
16534,frozenset({'23330'}),frozenset({'23329'}),0.482051282051282,1.65,DECORATIVE WICKER HEART LARGE
10940,"frozenset({'20727', '20725', '22384', '20728'})",frozenset({'23206'}),0.4818652849740932,1.65,LUNCH BAG APPLE DESIGN
878,"frozenset({'22411', '20725'})",frozenset({'21931'}),0.4818652849740932,1.79,JUMBO STORAGE BAG SUKI
3174,"frozenset({'22383', '20725', '23206'})",frozenset({'22662'}),0.48165137614678905,1.65,LUNCH BAG DOLLY GIRL DESIGN
3286,"frozenset({'22382', '23207'})",frozenset({'22662'}),0.4816326530612245,1.65,LUNCH BAG DOLLY GIRL DESIGN
15219,frozenset({'23171'}),frozenset({'22423'}),0.48148148148148145,12.75,REGENCY CAKESTAND 3 TIER
1219,"frozenset({'85099C', '21931'})",frozenset({'22411'}),0.4813278008298755,1.79,JUMBO SHOPPER VINTAGE RED PAISLEY
2871,"frozenset({'22662', '22382', '20725'})","frozenset({'22383', '20728'})",0.4813084112149533,3.3,"LUNCH BAG SUKI DESIGN , LUNCH BAG CARS BLUE"
14942,"frozenset({'23203', '23202'})",frozenset({'23209'}),0.4813084112149533,1.65,LUNCH BAG VINTAGE DOILY 
4183,"frozenset({'22383', '22382', '20728'})","frozenset({'22384', '20725'})",0.4811715481171548,3.1,"LUNCH BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT"
5011,"frozenset({'22383', '20726', '20728'})","frozenset({'20727', '22384'})",0.48113207547169806,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG PINK POLKADOT"
6730,"frozenset({'22383', '20725', '23209'})",frozenset({'20728'}),0.48113207547169806,1.65,LUNCH BAG CARS BLUE
5168,"frozenset({'22384', '20726', '20725'})","frozenset({'22382', '20728'})",0.48101265822784806,3.3,"LUNCH BAG SPACEBOY DESIGN , LUNCH BAG CARS BLUE"
9259,frozenset({'21670'}),"frozenset({'21668', '21669'})",0.4809688581314879,2.9,"RED STRIPE CERAMIC DRAWER KNOB, BLUE STRIPE CERAMIC DRAWER KNOB"
5098,"frozenset({'20727', '20726', '22382'})","frozenset({'22384', '22383'})",0.4809523809523809,3.3,"LUNCH BAG PINK POLKADOT, LUNCH BAG SUKI DESIGN "
8588,"frozenset({'20712', '85099B'})",frozenset({'21931'}),0.48091603053435117,1.79,JUMBO STORAGE BAG SUKI
2592,"frozenset({'22384', '22662'})","frozenset({'20727', '22382'})",0.48085106382978726,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG SPACEBOY DESIGN "
14935,"frozenset({'23202', '22411'})","frozenset({'23203', '85099B'})",0.4807692307692307,4.16,"JUMBO BAG VINTAGE DOILY , JUMBO BAG RED RETROSPOT"
3460,frozenset({'22193'}),frozenset({'22191'}),0.4807692307692307,8.5,IVORY DINER WALL CLOCK
4541,"frozenset({'22384', '23209'})",frozenset({'22382'}),0.48064516129032264,1.65,LUNCH BAG SPACEBOY DESIGN 
15594,"frozenset({'23175', '23174'})","frozenset({'22423', '23173'})",0.4805825242718446,22.7,"REGENCY CAKESTAND 3 TIER, REGENCY TEAPOT ROSES "
6436,"frozenset({'85123A', '22383'})",frozenset({'20727'}),0.4805825242718446,1.65,LUNCH BAG  BLACK SKULL.
11404,"frozenset({'22383', '23206'})",frozenset({'22384'}),0.4805555555555555,1.65,LUNCH BAG PINK POLKADOT
11374,"frozenset({'20727', '20725', '23206'})","frozenset({'22383', '23209'})",0.4803921568627451,3.3,"LUNCH BAG SUKI DESIGN , LUNCH BAG VINTAGE DOILY "
5802,"frozenset({'20727', '20725', '23206'})","frozenset({'22383', '20726'})",0.4803921568627451,3.3,"LUNCH BAG SUKI DESIGN , LUNCH BAG WOODLAND"
11475,"frozenset({'20727', '22383', '23206'})","frozenset({'22384', '20725'})",0.48019801980198024,3.1,"LUNCH BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT"
10227,"frozenset({'22355', '22356'})","frozenset({'20723', '20724'})",0.4801762114537445,1.7,"STRAWBERRY CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG"
11875,"frozenset({'23199', '23201'})",frozenset({'23202'}),0.48014440433212996,2.08,JUMBO BAG VINTAGE LEAF
11100,"frozenset({'22383', '23206', '23209'})",frozenset({'20728'}),0.48000000000000004,1.65,LUNCH BAG CARS BLUE
14897,"frozenset({'23202', '21931'})",frozenset({'22386'}),0.48000000000000004,1.79,JUMBO BAG PINK POLKADOT
1174,"frozenset({'85099C', '22386'})",frozenset({'21931'}),0.48000000000000004,1.79,JUMBO STORAGE BAG SUKI
12753,"frozenset({'22384', '23207'})","frozenset({'22383', '20725'})",0.48,3.1,"LUNCH BAG SUKI DESIGN , LUNCH BAG RED RETROSPOT"
12738,"frozenset({'22384', '23207'})","frozenset({'20725', '23206'})",0.48,3.1,"LUNCH BAG RED RETROSPOT, LUNCH BAG APPLE DESIGN"
4065,"frozenset({'22384', '20725'})",frozenset({'22382'}),0.47992351816443596,1.65,LUNCH BAG SPACEBOY DESIGN 
9830,frozenset({'20676'}),frozenset({'20675'}),0.4798657718120805,1.25,BLUE POLKADOT BOWL
5471,"frozenset({'20727', '22382', '20728'})","frozenset({'20726', '20725'})",0.4798206278026905,3.1,"LUNCH BAG WOODLAND, LUNCH BAG RED RETROSPOT"
6887,"frozenset({'21975', '84991'})",frozenset({'21213'}),0.4798206278026905,0.55,PACK OF 72 SKULL CAKE CASES
6992,frozenset({'22297'}),frozenset({'22296'}),0.4796380090497738,1.65,HEART IVORY TRELLIS LARGE
7386,frozenset({'22568'}),frozenset({'22570'}),0.4796163069544364,3.39,FELTCRAFT CUSHION RABBIT
3005,"frozenset({'20727', '20726', '20728'})",frozenset({'22662'}),0.47959183673469385,1.65,LUNCH BAG DOLLY GIRL DESIGN
14091,"frozenset({'23208', '22384'})","frozenset({'20727', '23209'})",0.47959183673469385,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG VINTAGE DOILY "
5733,"frozenset({'22382', '20725', '23206'})","frozenset({'22383', '20726'})",0.47959183673469385,3.3,"LUNCH BAG SUKI DESIGN , LUNCH BAG WOODLAND"
13421,"frozenset({'23208', '23207'})",frozenset({'22382'}),0.4795081967213115,1.65,LUNCH BAG SPACEBOY DESIGN 
11607,"frozenset({'22384', '20725', '23206'})","frozenset({'20727', '23209'})",0.47938144329896903,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG VINTAGE DOILY "
15084,"frozenset({'22423', '23173'})",frozenset({'22697'}),0.47938144329896903,2.95,GREEN REGENCY TEACUP AND SAUCER
5992,"frozenset({'20726', '20725', '23206'})","frozenset({'22384', '22383'})",0.47938144329896903,3.3,"LUNCH BAG PINK POLKADOT, LUNCH BAG SUKI DESIGN "
10953,"frozenset({'22384', '20725', '23206'})","frozenset({'20727', '20728'})",0.47938144329896903,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG CARS BLUE"
5991,"frozenset({'22384', '20725', '23206'})","frozenset({'22383', '20726'})",0.47938144329896903,3.3,"LUNCH BAG SUKI DESIGN , LUNCH BAG WOODLAND"
5836,"frozenset({'20726', '20725', '23206'})","frozenset({'20727', '22382'})",0.47938144329896903,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG SPACEBOY DESIGN "
12017,"frozenset({'23199', '85099B'})",frozenset({'22386'}),0.47863247863247865,1.79,JUMBO BAG PINK POLKADOT
9652,frozenset({'22432'}),frozenset({'22433'}),0.47863247863247865,1.95,WATERING CAN GREEN DINOSAUR
9423,frozenset({'22037'}),frozenset({'22029'}),0.4785992217898833,0.42,SPACEBOY BIRTHDAY CARD
11426,"frozenset({'22384', '22383', '20725'})",frozenset({'23206'}),0.4785714285714286,1.65,LUNCH BAG APPLE DESIGN
13600,"frozenset({'23208', '23202'})",frozenset({'23199'}),0.47846889952153104,1.79,JUMBO BAG APPLES
5530,"frozenset({'20727', '22383', '20726'})","frozenset({'22382', '20728'})",0.47846889952153104,3.3,"LUNCH BAG SPACEBOY DESIGN , LUNCH BAG CARS BLUE"
7758,"frozenset({'22386', '21930'})",frozenset({'20727'}),0.47826086956521735,1.65,LUNCH BAG  BLACK SKULL.
9833,frozenset({'21989'}),frozenset({'21080'}),0.4780487804878049,0.85,SET/20 RED RETROSPOT PAPER NAPKINS 
8899,"frozenset({'22383', '22355'})",frozenset({'22382'}),0.47783251231527096,1.65,LUNCH BAG SPACEBOY DESIGN 
8916,"frozenset({'22383', '22355'})",frozenset({'20728'}),0.47783251231527096,1.65,LUNCH BAG CARS BLUE
15854,frozenset({'23172'}),"frozenset({'22697', '22698'})",0.4776785714285714,5.9,"GREEN REGENCY TEACUP AND SAUCER, PINK REGENCY TEACUP AND SAUCER"
15860,frozenset({'23172'}),"frozenset({'22697', '23170'})",0.4776785714285714,4.6,"GREEN REGENCY TEACUP AND SAUCER, REGENCY TEA PLATE ROSES "
15769,frozenset({'23172'}),"frozenset({'22698', '23170'})",0.4776785714285714,4.6,"PINK REGENCY TEACUP AND SAUCER, REGENCY TEA PLATE ROSES "
15617,frozenset({'23172'}),frozenset({'22423'}),0.4776785714285714,12.75,REGENCY CAKESTAND 3 TIER
13422,"frozenset({'22382', '23207'})",frozenset({'23208'}),0.4775510204081633,1.65,LUNCH BAG VINTAGE LEAF DESIGN
4218,"frozenset({'22384', '22382', '20728'})","frozenset({'20727', '22383'})",0.4774774774774775,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG SUKI DESIGN "
13610,"frozenset({'23203', '23208'})",frozenset({'23199'}),0.47738693467336685,1.79,JUMBO BAG APPLES
13732,"frozenset({'23208', '20727'})","frozenset({'20725', '23206'})",0.4773662551440329,3.1,"LUNCH BAG RED RETROSPOT, LUNCH BAG APPLE DESIGN"
4149,"frozenset({'20727', '22383', '22384'})","frozenset({'22382', '20725'})",0.4773662551440329,3.1,"LUNCH BAG SPACEBOY DESIGN , LUNCH BAG RED RETROSPOT"
12586,"frozenset({'23207', '23206'})",frozenset({'20727'}),0.47727272727272735,1.65,LUNCH BAG  BLACK SKULL.
15837,"frozenset({'23172', '23170'})","frozenset({'22699', '22698', '23171'})",0.4771573604060913,7.55,"ROSES REGENCY TEACUP AND SAUCER , PINK REGENCY TEACUP AND SAUCER, REGENCY TEA PLATE GREEN "
1426,"frozenset({'21929', '21931'})","frozenset({'22411', '85099B'})",0.4769230769230769,3.87,"JUMBO SHOPPER VINTAGE RED PAISLEY, JUMBO BAG RED RETROSPOT"
932,"frozenset({'22386', '21931'})",frozenset({'22411'}),0.47686832740213525,1.79,JUMBO SHOPPER VINTAGE RED PAISLEY
7152,"frozenset({'22386', '21931'})",frozenset({'85099F'}),0.47686832740213525,2.08,JUMBO BAG STRAWBERRY
4865,"frozenset({'22384', '20726', '20725'})","frozenset({'20727', '22382'})",0.4767932489451477,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG SPACEBOY DESIGN "
4721,"frozenset({'23203', '20725'})",frozenset({'22384'}),0.47674418604651164,1.65,LUNCH BAG PINK POLKADOT
2483,"frozenset({'22662', '22382', '20725'})","frozenset({'22384', '22383'})",0.4766355140186916,3.3,"LUNCH BAG PINK POLKADOT, LUNCH BAG SUKI DESIGN "
10589,frozenset({'22698'}),"frozenset({'22699', '22423'})",0.4766187050359712,15.7,"ROSES REGENCY TEACUP AND SAUCER , REGENCY CAKESTAND 3 TIER"
2345,"frozenset({'22384', '22662'})","frozenset({'20726', '22382'})",0.4765957446808511,3.3,"LUNCH BAG WOODLAND, LUNCH BAG SPACEBOY DESIGN "
6646,"frozenset({'85099B', '20728'})",frozenset({'20727'}),0.4765625,1.65,LUNCH BAG  BLACK SKULL.
7429,frozenset({'21238'}),frozenset({'21242'}),0.47653429602888087,1.45,RED RETROSPOT PLATE 
11870,"frozenset({'23199', '23201'})",frozenset({'23203'}),0.47653429602888087,2.08,JUMBO BAG VINTAGE DOILY 
6956,"frozenset({'21212', '22417'})",frozenset({'21977'}),0.4764150943396226,0.55,PACK OF 60 PINK PAISLEY CAKE CASES
11895,"frozenset({'23199', '23206'})",frozenset({'20725'}),0.47635135135135137,1.45,LUNCH BAG RED RETROSPOT
12470,"frozenset({'23201', '23207'})",frozenset({'23206'}),0.4761904761904762,1.65,LUNCH BAG APPLE DESIGN
5532,"frozenset({'20727', '20726', '22382'})","frozenset({'22383', '20728'})",0.47619047619047616,3.3,"LUNCH BAG SUKI DESIGN , LUNCH BAG CARS BLUE"
5228,"frozenset({'20727', '20726', '22382'})","frozenset({'22384', '20728'})",0.47619047619047616,3.3,"LUNCH BAG PINK POLKADOT, LUNCH BAG CARS BLUE"
12236,frozenset({'23207'}),frozenset({'23206'}),0.4760432766615147,1.65,LUNCH BAG APPLE DESIGN
9013,"frozenset({'22411', '21928'})","frozenset({'85099B', '21929'})",0.4759825327510917,3.87,"JUMBO BAG RED RETROSPOT, JUMBO BAG PINK VINTAGE PAISLEY"
15245,"frozenset({'23171', '23170'})",frozenset({'22423'}),0.4759825327510917,12.75,REGENCY CAKESTAND 3 TIER
14981,"frozenset({'23202', '23209'})",frozenset({'20725'}),0.47580645161290325,1.45,LUNCH BAG RED RETROSPOT
12116,"frozenset({'23203', '20727'})",frozenset({'23199'}),0.47572815533980584,1.79,JUMBO BAG APPLES
15471,"frozenset({'23175', '23174'})","frozenset({'23171', '23170'})",0.47572815533980584,3.3,"REGENCY TEA PLATE GREEN , REGENCY TEA PLATE ROSES "
1551,"frozenset({'21212', '21975'})",frozenset({'21977'}),0.4756554307116105,0.55,PACK OF 60 PINK PAISLEY CAKE CASES
6874,"frozenset({'21212', '21975'})",frozenset({'21213'}),0.4756554307116105,0.55,PACK OF 72 SKULL CAKE CASES
16529,frozenset({'23332'}),frozenset({'23322'}),0.4756554307116105,2.95,LARGE WHITE HEART OF WICKER
1582,frozenset({'20723'}),frozenset({'22355'}),0.475609756097561,0.85,CHARLOTTE BAG SUKI DESIGN
13470,"frozenset({'23208', '22382'})","frozenset({'20725', '23206'})",0.4755555555555555,3.1,"LUNCH BAG RED RETROSPOT, LUNCH BAG APPLE DESIGN"
3236,"frozenset({'22662', '23206'})","frozenset({'20726', '22383'})",0.4754901960784314,3.3,"LUNCH BAG WOODLAND, LUNCH BAG SUKI DESIGN "
11478,"frozenset({'20727', '20725', '23206'})","frozenset({'22384', '22383'})",0.4754901960784314,3.3,"LUNCH BAG PINK POLKADOT, LUNCH BAG SUKI DESIGN "
3321,"frozenset({'20726', '23207'})",frozenset({'22662'}),0.4754901960784314,1.65,LUNCH BAG DOLLY GIRL DESIGN
12218,"frozenset({'23202', '85099B'})",frozenset({'23199'}),0.4753623188405797,1.79,JUMBO BAG APPLES
4214,"frozenset({'20727', '22382', '20728'})","frozenset({'22384', '22383'})",0.4753363228699552,3.3,"LUNCH BAG PINK POLKADOT, LUNCH BAG SUKI DESIGN "
10437,frozenset({'20675'}),frozenset({'21240'}),0.4753363228699552,0.85,BLUE POLKADOT CUP
11028,"frozenset({'20727', '22382', '20728'})",frozenset({'23206'}),0.4753363228699552,1.65,LUNCH BAG APPLE DESIGN
14101,"frozenset({'23208', '20725'})",frozenset({'20726'}),0.4752851711026616,1.65,LUNCH BAG WOODLAND
15704,"frozenset({'23172', '23171'})",frozenset({'23175'}),0.4752475247524753,3.25,REGENCY MILK JUG PINK 
10875,"frozenset({'20727', '22383', '23206'})","frozenset({'20725', '20728'})",0.4752475247524753,3.1,"LUNCH BAG RED RETROSPOT, LUNCH BAG CARS BLUE"
10235,"frozenset({'22356', '20724'})",frozenset({'20719'}),0.47515527950310565,0.85,WOODLAND CHARLOTTE BAG
6473,frozenset({'20728'}),frozenset({'20725'}),0.4751552795031056,1.45,LUNCH BAG RED RETROSPOT
2443,"frozenset({'22384', '22383', '20725'})",frozenset({'22662'}),0.475,1.65,LUNCH BAG DOLLY GIRL DESIGN
5656,"frozenset({'22383', '23206'})",frozenset({'20726'}),0.4749999999999999,1.65,LUNCH BAG WOODLAND
14444,"frozenset({'20725', '23209'})",frozenset({'23203'}),0.4749403341288782,2.08,JUMBO BAG VINTAGE DOILY 
4829,"frozenset({'22384', '20726'})","frozenset({'20727', '20725'})",0.47484276729559755,3.1,"LUNCH BAG  BLACK SKULL., LUNCH BAG RED RETROSPOT"
970,"frozenset({'20725', '21931'})",frozenset({'20727'}),0.4747899159663866,1.65,LUNCH BAG  BLACK SKULL.
