StockCode,UnitPrice
23155,0.83
23156,2.08
23157,1.85
23158,2.08
23159,2.08
23160,1.25
23161,1.25
23162,7.46
23163,2.49
23164,4.95
23165,1.45
23166,1.04
23167,0.69
23168,1.04
23169,4.15
23170,1.65
23171,1.65
23172,1.65
23173,9.95
23174,4.15
23175,3.25
23176,2.25
23177,1.95
23178,1.25
23179,1.25
23180,1.65
23181,7.5
23182,0.83
23183,3.75
23184,4.95
23185,0.29
23186,0.29
23187,0.29
23188,1.65
23189,2.89
23190,1.65
23191,1.65
23192,1.65
23193,2.25
23194,2.25
23196,1.45
23197,1.45
23198,1.25
23199,1.79
23200,2.08
23201,1.79
23202,2.08
23203,2.08
23204,0.85
23205,0.85
23206,1.65
23207,1.65
23208,1.65
23209,1.65
23210,1.25
23211,1.25
23212,1.25
23213,1.25
23214,2.08
23215,2.08
23216,1.25
23217,1.25
23218,1.25
23219,1.25
23220,0.83
23221,0.83
23222,0.83
23223,0.83
23224,0.83
23225,1.63
23226,1.25
23227,1.25
23228,1.25
23229,3.75
23230,0.42
23231,0.42
23232,0.42
23233,0.42
23234,2.89
23235,1.25
23236,2.89
23237,4.15
23238,4.15
23239,1.65
23240,4.15
23241,2.08
23242,2.08
23243,4.95
23244,1.95
23245,4.95
23247,2.89
23249,1.65
23250,1.25
23251,1.04
23252,3.75
23253,15.95
23254,4.15
23255,4.15
23256,4.15
23263,1.25
23264,1.25
23265,1.25
23266,1.25
23267,1.25
23268,1.45
23269,1.45
23270,1.45
23271,0.83
23272,0.39
23273,1.65
23274,1.65
23275,1.25
23280,0.83
23281,0.83
23282,2.46
23283,8.25
23284,7.08
23285,0.85
23286,0.85
23287,0.85
23288,0.85
23289,1.25
23290,1.25
23291,1.25
23292,1.25
23293,0.83
23294,0.83
23295,0.83
23296,1.25
23297,1.65
23298,4.95
23299,3.75
23300,1.45
23301,1.65
23302,0.79
23303,1.95
23304,1.95
23305,1.95
23306,1.45
23307,0.55
23308,0.55
23309,0.55
23310,0.42
23311,2.55
23312,4.15
23313,4.95
23314,12.5
23315,9.95
23316,9.95
23317,9.95
23318,2.49
23319,2.49
23320,1.25
23321,1.65
23322,2.95
23323,2.1
23324,2.08
23325,1.65
23326,0.63
23327,0.63
23328,3.75
23329,1.65
23330,1.25
23331,0.63
23332,1.65
23333,1.25
23334,0.63
23335,2.08
23336,2.08
23337,2.08
23338,2.08
23339,2.08
23340,1.65
23341,8.5
23342,8.5
23343,1.79
23344,1.79
23345,1.25
23346,1.25
23347,1.25
23348,2.08
23349,1.25
23350,1.25
23351,1.25
23352,1.25
23353,0.83
23354,0.83
23355,4.95
23356,5.95
23357,1.65
23358,1.25
23359,1.95
23360,1.95
23365,0.65
23366,0.65
23367,0.65
23368,0.65
23369,1.25
23370,1.25
23371,1.25
23372,1.25
23373,0.82
23374,0.82
23375,0.82
23376,0.39
23377,0.39
23378,0.39
23379,0.39
23380,0.39
23381,0.39
23382,3.75
23388,4.15
23389,4.15
23390,4.15
23391,4.15
23392,2.08
23393,3.75
23394,3.75
23395,3.75
23396,3.75
23397,9.95
23398,0.85
23399,0.85
23400,6.25
23401,4.15
23402,3.75
23403,3.75
23404,3.26
23405,4.95
23406,6.25
23407,9.95
23408,2.08
23409,3.75
23410,8.15
23411,4.95
23412,7.5
23413,4.95
23414,9.95
23415,0.39
23416,0.39
23417,0.39
23418,2.08
23419,2.08
23420,2.08
23421,2.08
23422,2.08
23423,3.75
23424,4.95
23425,0.79
23426,2.89
23427,12.5
23428,8.15
23429,8.15
23430,8.15
23431,0.83
23432,0.83
23433,0.83
23434,0.79
23435,0.79
23436,1.25
23437,1.25
23438,1.25
23439,2.1
23440,1.79
23441,0.42
23442,2.08
23445,0.83
23446,1.45
23447,1.45
23448,1.65
23449,1.25
23451,1.95
23452,1.95
23453,1.95
23454,4.15
23455,2.89
23456,4.15
23457,4.95
23458,14.95
23459,12.5
23460,9.95
23461,4.15
23462,19.95
23463,9.95
23464,4.95
23465,8.25
23466,8.25
23467,3.29
23468,8.25
23469,4.15
23470,6.25
23471,9.95
23472,14.95
23473,0.83
23474,0.83
23475,0.83
23476,1.25
23477,1.25
23478,1.25
23479,7.85
23480,3.75
23481,1.25
23482,1.65
23483,1.25
23484,2.89
23485,25.0
23486,16.65
23487,9.95
23489,2.89
23490,3.75
23491,8.25
23492,8.25
23493,1.95
23494,5.95
23495,1.25
23496,1.25
23497,1.45
23498,1.45
23499,0.42
23500,1.25
23501,1.25
23502,1.25
23503,1.25
23504,1.25
23505,1.25
23506,0.42
23507,0.42
23508,0.42
23509,0.42
23510,0.42
23511,2.08
23512,2.08
23513,2.08
23514,2.08
23515,2.08
23516,3.75
23517,2.89
23518,2.89
23519,3.75
23520,3.75
23521,1.25
23522,1.25
23523,3.75
23524,3.75
23525,3.75
23526,3.9
23527,3.75
23528,3.75
23529,3.75
23530,4.95
23531,4.76
23532,1.95
23533,1.95
23534,5.95
23535,5.95
23536,5.95
23537,4.95
23538,4.95
23539,5.95
23540,2.55
23541,8.25
23542,6.67
23543,4.15
23544,3.95
23545,0.42
23546,0.42
23547,0.42
23548,0.42
23549,0.42
23550,0.42
23551,0.39
23552,2.08
23553,10.95
23554,12.5
23555,12.5
23556,12.5
23557,12.5
23558,12.5
23559,2.08
23560,2.89
23561,2.89
23562,2.89
23564,1.25
23565,1.25
23566,1.04
23567,1.25
23568,1.04
23569,4.95
23570,1.25
23571,1.65
23574,7.5
23575,1.95
23576,1.95
23578,1.95
23579,1.95
23580,1.95
23581,1.79
23582,2.08
23583,1.65
23597,2.95
23598,2.95
23630,2.99
23660,1.65
23661,1.65
23664,1.65
23681,1.65
23691,0.42
23692,0.42
23694,0.42
23695,0.42
23697,0.42
23843,2.08
35001G,1.25
35001W,2.0
35004B,5.45
35004C,5.45
35004G,1.95
35004P,5.45
35095A,0.42
35095B,0.42
35241,4.25
35265,1.95
35271S,0.19
35400,8.95
35443,0.85
35471D,0.39
35591T,1.25
35597A,1.25
35597B,1.25
35597D,0.38
35598A,2.95
35598B,0.65
35598C,2.95
35598D,0.65
35599B,1.95
35599D,2.95
35607A,0.19
35607B,0.19
35610A,1.25
35610B,1.25
35610C,1.25
35637A,1.95
35637C,1.95
35638A,1.95
35638B,1.95
35645,4.25
35646,1.25
35647,1.25
35648,0.83
35649,2.46
35650,4.95
35651,1.65
35653,2.95
35809A,0.83
35809B,2.1
35810A,0.83
35810B,0.83
35815P,0.38
35816P,0.38
35817P,0.38
35818B,0.38
35818P,0.38
35819B,0.38
35819P,0.38
35833P,1.25
35909A,2.95
35909B,2.95
35910A,1.95
35910B,1.95
35911A,0.85
35911B,2.1
35912B,1.25
35913B,0.85
35914,0.85
35915B,1.65
35915C,1.65
35916A,0.85
35916B,0.85
35916C,0.85
35920,1.25
35921,1.25
35922,4.95
35923,0.39
35924,2.1
35933,0.38
35953,0.39
35954,0.19
35957,0.19
35958,0.85
35961,0.85
35964,0.39
35965,0.79
35966,0.38
35967,0.39
35968,0.2
35970,1.69
35971,1.25
35972,1.25
37327,0.39
37330,0.39
37333,1.95
37340,0.39
37342,0.79
37343,0.39
37351,0.39
37370,1.65
37379A,1.25
37413,0.39
37423,0.39
37444A,0.39
37444B,2.95
37444C,0.39
37446,1.45
37447,1.49
37448,1.49
37449,9.95
37450,2.95
37461,1.25
37462E,0.19
37464,1.25
37467,0.39
37468,0.39
37471,0.85
37475,9.95
37476,9.95
37479B,0.39
37479P,0.39
37482P,0.39
37487B,0.29
37488A,0.39
37489A,0.39
37489B,0.39
37489C,0.39
37489D,0.39
37491B,1.65
37491C,1.65
37491D,1.65
37495,3.75
37500,4.95
37501,6.95
37509,2.55
40001,0.85
40003,1.25
40005B,0.85
40016,8.29
40046A,1.25
44089A,0.42
44089C,0.42
44091A,0.42
44092B,0.85
44092C,0.85
44228,0.85
44234,0.21
44235,0.42
44236,0.79
44242A,0.79
44242B,0.79
44265,4.25
45013,2.95
46000M,1.55
46000P,4.25
46000R,1.45
46000S,1.45
46000U,1.25
46115B,0.19
46118,0.85
46126A,1.25
46138B,0.85
46775D,16.95
46776A,4.95
46776B,4.95
46776C,4.95
46776D,4.95
46776E,4.95
46776F,4.95
47013A,0.12
47013C,0.12
47016,2.1
47021G,0.39
47310M,1.25
47341A,1.25
47341B,1.25
47343A,0.83
47344B,0.83
47348A,0.39
47351B,2.95
47367B,3.75
47369A,2.95
47369B,5.79
47420,0.19
47421,0.42
47422,0.42
47469,0.65
47471,0.65
47480,1.45
47481,0.85
47503A,0.42
47503H,0.79
47503J,7.95
47504H,0.79
47504K,0.79
47518F,0.12
47556B,2.1
47559B,1.25
47563A,1.25
47566,4.95
47566B,4.95
47567B,12.46
47570B,8.49
47574A,0.75
47574B,4.25
47578A,0.85
47579,2.1
47580,2.55
47585A,3.75
47586A,2.55
47589,5.45
47590A,5.45
47590B,5.45
47591B,1.65
47591D,1.95
47593A,0.29
47593B,0.39
47594A,1.95
47594B,1.95
47599A,2.1
47599B,2.1
48111,7.08
48116,8.25
48129,8.25
48138,7.08
48173C,8.25
48184,8.25
48185,8.25
48187,8.25
48188,8.25
48194,8.25
51008,3.45
51014A,0.39
51014C,0.39
51014L,0.83
51020A,0.29
51020B,0.29
62018,1.95
62043B,0.83
62074B,0.42
62086A,1.95
62094B,2.55
62096A,1.25
62096B,1.25
62097B,0.83
70006,0.79
70007,0.79
71038,5.45
71050,0.35
71053,3.75
71101E,0.85
71143,0.85
71215,0.42
71270,1.25
71279,2.95
71403,2.95
71406C,0.42
71459,0.85
71477,3.95
71495A,0.36
71495B,0.36
71496A,0.53
71496B,0.53
71510,0.85
72024U,0.21
72051S,0.42
72122,0.95
72127,1.25
72128,0.85
72130,0.65
72131,1.95
72132,1.95
72133,1.25
72134,0.85
72140E,0.85
72225C,0.29
72232,0.19
72349B,2.1
72351A,2.1
72351B,2.1
72369A,1.25
72586,0.42
72598,0.85
72709,0.85
72741,1.45
72760B,9.95
72780,0.85
72783,2.1
72798C,1.65
72799C,0.79
72799E,0.79
72799F,2.95
72800B,0.79
72800C,0.79
72800D,2.55
72800E,0.79
72801C,1.25
72801D,1.25
72801G,1.25
72802A,3.81
72802B,1.0
72802C,4.25
72803A,4.25
72807A,3.81
72807B,3.81
72807C,3.81
72811,1.49
72812,4.13
72815,3.75
72816,2.46
72817,1.63
72818,1.63
72819,1.25
72821,1.65
75011,0.79
75013B,1.65
75049L,1.25
75131,1.69
75172,0.79
75178,1.25
77079,2.12
77101A,1.25
78033,5.95
78034B,1.95
78124,1.25
79000,0.85
79026B,0.39
79030D,0.39
79030G,0.39
79051A,0.29
79062D,0.29
79063C,0.19
79063D,0.19
79066K,0.85
79067,3.75
79071B,2.95
79144B,0.42
79144C,0.37
79149B,0.42
79151B,0.42
79157B,0.85
79157V,0.85
79160,2.1
79161A,2.95
79163,0.39
79164,0.39
79190A,0.42
79190B,0.42
79190D,0.42
79191B,0.85
79191C,0.85
79191D,0.85
79192A,1.25
79302M,2.95
79321,5.75
79323B,6.75
79323P,6.75
79329,0.38
79331,0.38
79336,0.38
79337,0.38
79403,0.85
79406,0.22
81950B,0.29
81950V,0.29
81952B,0.19
81952V,0.19
81953B,0.19
81953P,0.19
82001S,3.75
82011A,3.75
82011B,2.95
82011C,2.95
82095,7.65
82482,2.95
82483,6.95
82484,4.8
82486,8.95
82494L,2.95
82551,1.45
82552,2.46
82567,2.1
82578,0.55
82580,0.55
82581,0.55
82582,2.1
82583,2.1
82599,2.1
82600,1.85
82605,2.1
82613A,1.25
82613B,1.25
82613C,1.25
82613D,1.25
82615,2.55
82616B,1.25
82616C,1.25
84006,0.85
84012,0.85
84016,0.42
84029E,4.25
84029G,4.25
84030E,4.25
84031A,1.25
84031B,1.25
84032A,0.79
84032B,0.79
84033,1.65
84050,1.25
84051,0.85
84077,0.29
84078A,39.95
84086B,2.95
84086C,2.95
84192,1.25
84199,0.21
84201B,0.19
84201C,0.19
84206A,0.19
84206B,0.19
84206C,0.19
84212,0.65
84218,1.95
84226,0.64
84227,0.42
84228,0.42
84231,0.65
84247E,2.95
84247G,0.42
84247K,2.95
84247L,0.42
84247N,2.95
84249A,0.83
84251B,0.19
84251C,0.19
84251G,0.19
84279B,3.75
84279P,3.75
84306,10.95
84313B,1.95
84313C,1.95
84341B,0.38
84347,2.55
84352,16.95
84356,1.95
84358,8.49
84360,5.95
84375,2.1
84378,1.45
84380,1.45
84387A,1.95
84388,0.39
84402B,0.79
84406B,4.15
84415A,1.25
84415B,1.25
84422,0.39
84429A,2.95
84452,0.85
84457,0.85
84459A,1.49
84459B,1.49
84461,2.55
84462,1.25
84465,2.95
84466,1.25
84497,3.75
84499,0.85
84507B,2.55
84507C,2.55
84508A,2.1
84508B,2.55
84508C,2.55
84509A,3.75
84509B,3.75
84509C,3.75
84509E,0.79
84509G,1.25
84510A,1.25
84510C,1.25
84510E,0.21
84519A,1.25
84519B,1.25
84520B,0.85
84522,1.95
84527,1.95
84531A,0.39
84531B,0.39
84534B,0.85
84535A,0.65
84535B,0.65
84536A,0.42
84536B,0.83
84539,1.65
84548,1.65
84549,1.65
84550,1.65
84551,1.65
84558A,2.95
84559A,1.63
84559B,0.85
84562A,7.95
84563A,2.95
84563B,2.95
84568,0.21
84569A,2.46
84569B,1.25
84569C,1.25
84569D,1.25
84575A,1.95
84576,1.95
84580,4.13
84581,3.75
84584,2.55
84592,2.95
84593,2.95
84595E,1.65
84596B,0.42
84596E,0.42
84596F,0.42
84596G,0.42
84596J,0.42
84596L,0.42
84597B,1.25
84597C,1.25
84598,0.21
84600,7.95
84609,8.5
84613A,4.65
84613C,4.65
84614A,5.95
84616,29.95
84617,12.75
84620,5.95
84625A,0.85
84625C,0.85
84629,4.95
84631,7.95
84632,59.95
84637,5.95
84638,6.95
84658,6.95
84659A,2.55
84660A,0.79
84660B,0.79
84660C,0.79
84661A,0.79
84661B,0.79
84661C,0.79
84663A,0.79
84665,5.95
84666,3.95
84673A,0.65
84673B,1.63
84674,2.95
84675,2.95
84678,2.55
84679,3.95
84683,0.65
84685,3.75
84686,0.79
84687,5.95
84688,4.25
84689,2.0
84691,0.72
84692,0.42
84705C,1.25
84706D,1.95
84706F,2.95
84707A,1.95
84707B,1.95
84708B,4.95
84709B,5.95
84711A,9.95
84711B,9.95
84712B,7.95
84715,2.95
84723,1.95
84725,0.75
84731,0.39
84732B,0.39
84732D,0.39
84741C,1.95
84743C,1.25
84744,1.25
84745A,0.42
84745B,0.42
84746,3.75
84748,3.75
84750A,1.95
84750B,0.39
84751B,0.79
84754,1.25
84755,0.65
84760S,1.45
84763,1.25
84766,5.95
84773,2.95
84789,2.95
84792,4.65
84795B,7.95
84795C,7.95
84796A,12.75
84796B,12.75
84798A,2.55
84798B,2.55
84799,1.25
84800L,2.12
84800M,1.69
84800S,1.25
84801A,2.1
84801B,2.1
84802A,1.69
84802B,1.69
84803B,1.69
84804A,0.79
84804B,0.79
84805A,1.25
84805B,1.25
84806A,0.39
84806B,0.39
84809A,2.1
84809B,2.1
84813,2.95
84816,39.95
84817,0.39
84818,0.79
84819,0.79
84820,0.79
84821,0.19
84823,7.95
84824,15.95
84826,0.19
84827,0.09
84828,1.25
84832,0.85
84836,1.25
84840,8.5
84842,3.75
84843,5.95
84846A,2.1
84847,3.75
84849A,1.69
84849B,1.69
84849D,1.69
84854,4.95
84857B,1.95
84857C,1.95
84858C,1.25
84859A,1.95
84859B,1.95
84859C,1.95
84865,2.95
84870B,3.75
84870C,3.75
84872A,16.95
84873A,16.95
84874B,1.65
84875B,1.25
84875D,1.25
84876B,1.25
84876D,1.25
84877A,1.25
84877B,1.25
84877D,1.25
84879,1.69
84880,7.5
84881,6.35
84882,3.75
84884A,1.95
84898F,2.1
84905,4.95
84906,1.95
84907,7.65
84910A,5.95
84912A,3.75
84912B,3.75
84913A,4.65
84913B,4.65
84915,4.13
84916,4.95
84917,5.95
84919,6.95
84920,3.75
84921,3.75
84922,4.25
84924A,3.75
84924F,0.79
84925D,2.55
84925F,0.79
84926A,0.29
84926D,0.29
84926E,0.29
84926F,0.29
84927A,0.39
84927D,0.39
84927E,0.39
84927F,0.39
84929,0.19
84931A,2.55
84931B,2.55
84944,1.65
84945,0.85
84946,1.25
84947,1.25
84949,1.45
84950,0.65
84951A,2.46
84951B,0.79
84952A,7.46
84952B,7.46
84952C,3.75
84963A,42.95
84963B,49.95
84968A,12.75
84968B,12.75
84968C,12.75
84968D,12.75
84968E,12.75
84968F,12.75
84969,4.25
84970L,1.25
84970S,0.85
84971S,0.39
84974,9.95
84975,1.69
84976,0.79
84978,1.25
84984A,4.65
84984B,4.65
84984D,4.65
84985A,1.45
84987,1.45
84988,1.45
84989A,0.55
84990,0.55
84991,0.55
84992,0.55
84993A,0.42
84993B,0.42
84997A,4.15
84997B,4.15
84997C,4.15
84997D,4.15
85006,0.85
85008,1.5
85014A,5.95
85014B,5.95
85015,0.65
85016,0.65
85017A,0.85
85017B,0.42
85017C,0.42
85018D,2.55
85019A,1.25
85019B,1.25
85019C,1.25
85020,2.1
85023B,2.55
85024B,1.65
85024C,1.65
85025B,1.65
85025C,1.45
85026B,0.85
85027L,1.95
85028L,1.95
85028S,1.95
85030,1.95
85031A,1.25
85031B,4.95
85031C,4.95
85032A,0.65
85032B,0.65
85032C,0.65
85032D,0.65
85034A,1.25
85034B,1.25
85034C,1.25
85035A,1.25
85035B,1.25
85035C,1.25
85036A,1.25
85036B,1.25
85036C,1.25
85038,1.85
85039A,1.65
85039B,1.65
85039C,1.63
85040A,1.65
85040B,1.65
85045,4.95
85047,6.35
85048,7.95
85049A,1.25
85049B,1.25
85049C,1.25
85049D,1.25
85049E,1.25
85049F,1.25
85049G,1.25
85049H,0.83
85053,2.1
85054,5.79
85055,2.95
85059,3.75
85061W,0.85
85062,1.65
85064,5.45
85066,12.75
85067,18.95
85071A,0.39
85071B,0.39
85071C,0.39
85071D,0.39
85078,1.63
85084,0.85
85086A,0.85
85087,2.95
85088,2.1
85089,2.95
85092,1.25
85093,0.39
85094,0.19
85095,4.13
85096,3.75
85099B,2.08
85099C,1.79
85099F,2.08
85103,5.95
85104,1.25
85106,2.55
85107,1.69
85109,0.85
85111,0.29
85114A,1.65
85114B,1.65
85114C,1.65
85116,0.65
85118,1.25
85123A,2.95
85124B,2.55
85124C,2.55
85125,4.95
85127,4.95
85129B,2.46
85129C,2.46
85129D,2.46
85130A,1.65
85130B,0.79
85130C,0.79
85130D,0.79
85131A,1.25
85131B,0.83
85131C,0.83
85131D,1.25
85132A,1.95
85132B,1.95
85132C,1.95
85135A,7.95
85135B,7.95
85135C,7.95
85136A,7.95
85136B,7.95
85136C,7.95
85141,3.95
85144,1.95
85145,3.95
85146,1.95
85150,2.55
85152,1.85
85159A,1.95
85159B,1.95
85160B,0.39
85161,18.95
85163A,10.95
85163B,10.95
85167B,1.25
85168B,8.29
85169A,1.25
85169B,1.25
85169C,1.25
85169D,1.25
85170A,2.1
85170B,2.1
85170C,2.1
85170D,4.13
85172,0.42
85173,0.79
85174,4.95
85175,0.42
85176,0.85
85177,1.63
85178,2.46
85179A,1.25
85179C,1.25
85180A,9.13
85180B,4.65
85183A,1.25
85183B,1.25
85184C,2.95
85185B,2.95
85185D,2.95
85186A,0.42
85186C,0.42
85187,1.65
85188A,0.85
85188B,0.85
85189,0.85
85194L,0.85
85194S,0.19
85195,2.1
85197,2.1
85198,0.85
85199L,0.65
85199S,0.42
85200,1.25
85202,0.42
85203,0.42
85204,0.12
85205B,2.55
85206A,1.65
85206B,1.65
85208,2.1
85211,0.79
85212,0.29
85213,0.29
85214,1.65
85215,0.65
85216,0.65
85224,2.1
85225,1.0
85227,0.85
85230A,0.29
85230B,0.29
85230E,0.29
85230F,0.29
85230G,0.29
85231B,0.85
85231G,0.85
85232A,4.95
85232B,4.95
85232D,4.95
90000A,5.95
90000B,5.95
90000D,5.95
90001A,4.25
90001B,4.25
90001C,4.25
90001D,4.25
90002D,3.75
90003B,3.75
90003C,3.75
90003D,3.75
90003E,3.75
90010A,8.95
90010B,8.95
90010E,8.95
90011A,2.95
90011B,2.95
90012A,2.95
90012B,2.95
90013A,3.75
90013C,3.75
90014A,2.95
90014B,2.95
90014C,2.95
90016A,4.25
90016B,8.5
90018A,4.25
90018B,4.25
90018C,4.25
90019A,4.95
90019B,4.95
90019C,4.95
90021,11.95
90022,3.75
90023,4.25
90024B,8.5
90024C,8.5
90024D,8.5
90024F,8.5
90025A,3.75
90025F,3.75
90026A,8.5
90026B,8.5
90026C,8.5
90026D,8.5
90027A,2.95
90027D,2.95
90028,8.5
90029,8.5
90030A,1.0
90030B,1.0
90030C,1.0
90031,1.0
90032,3.13
90033,2.55
90035A,10.75
90035C,10.75
90036A,7.95
90036B,7.95
90036C,7.95
90036D,7.95
90036E,7.95
90036F,7.95
90037B,2.55
90038A,3.75
90038B,3.75
90038C,3.75
90039A,3.75
90039B,3.75
90039C,3.75
90039D,3.75
90040A,3.5
90040B,3.5
90040C,3.5
90041,3.5
90042A,2.55
90043,9.96
90046,4.95
90048,4.95
90049,9.96
90050,6.95
90051,6.95
90054,2.55
90055,2.55
90057,1.25
90058A,0.38
90058B,0.38
90059A,1.65
90059B,1.65
90059C,1.65
90059D,1.65
90059E,1.65
90059F,1.65
90060B,5.95
90060D,5.95
90062,12.75
90063A,8.5
90063B,8.5
90064A,3.75
90064B,3.75
90065A,6.75
90065B,6.75
90067A,2.95
90069,7.5
90070,5.95
90071,1.25
90072,3.75
90073,4.95
90074,8.95
90076,2.55
90078,7.5
90079,4.95
90081A,4.95
90081C,4.95
90082A,6.35
90082B,6.35
90082D,6.35
90083,0.19
90084,0.85
90085,0.85
90086,0.19
90087,0.19
90089,0.19
90093,0.19
90094,2.55
90096,2.55
90098,2.55
90099,2.55
90100,2.55
90101,2.55
90102,0.85
90103,2.55
90104,0.85
90108,1.05
90114,2.55
90116,1.69
90118,2.55
90119,2.46
90120B,4.25
90120C,4.25
90120D,4.25
90122A,4.95
90122B,4.95
90122C,4.95
90123A,5.95
90123B,5.95
90123C,5.95
90123D,5.95
90124A,9.95
90124B,9.95
90124C,9.95
90125A,2.1
90125B,2.1
90125C,2.1
90125D,2.1
90125E,2.1
90128B,1.25
90129A,2.95
90129B,2.95
90129C,2.95
90129D,2.95
90129E,2.95
90129F,2.95
90130A,2.95
90130B,2.95
90131,6.95
90133,4.95
90135,4.95
90136,9.95
90138,4.95
90141A,4.95
90141B,4.95
90141C,4.95
90141D,4.95
90141E,4.95
90142D,4.95
90143,7.5
90144,3.75
90145,5.95
90146,3.75
90147,9.95
90148,12.75
90149,6.36
90151,8.5
90152A,5.95
90152B,5.95
90152C,5.95
90154,8.95
90155,7.5
90156,4.95
90157,4.95
90158,4.95
90159,4.95
90160A,6.95
90160B,6.95
90160C,6.95
90160D,6.95
90161A,4.95
90161B,4.95
90161C,4.95
90161D,4.95
90162A,2.95
90162B,2.95
90162C,2.95
90162D,2.95
90163A,7.5
90163B,7.5
90164A,1.95
90164B,1.95
90165B,2.55
90166,4.15
90167,0.85
90168,2.95
90169,2.55
90170,1.65
90173,3.75
90174,2.55
90175A,8.95
90175C,8.95
90175D,8.95
90176A,7.5
90176B,7.5
90176C,7.5
90176D,7.5
90176E,7.5
90177A,2.95
90177B,2.95
90177C,2.95
90177D,2.95
90177E,2.95
90178A,11.95
90178B,11.95
90179A,5.95
90179C,5.95
90180A,2.95
90180B,9.95
90181A,8.95
90182C,2.95
90183A,2.95
90183C,2.95
90184A,8.95
90184B,8.95
90184C,8.95
90185A,4.25
90185B,4.25
90185C,4.25
90185D,4.25
90186A,2.95
90186B,2.95
90187B,3.35
90188,2.55
90189A,7.5
90190A,2.95
90190B,2.95
90190C,2.95
90191,2.95
90192,4.95
90194,4.25
90195A,2.95
90195B,2.95
90196A,12.75
90196B,12.75
90197B,4.95
90198A,4.25
90198B,4.25
90199A,6.35
90199B,6.35
90199C,6.35
90199D,6.35
90200A,4.25
90200B,4.25
90200C,4.25
90200D,4.25
90200E,4.25
90201A,2.95
90201B,2.95
90201C,2.95
90201D,2.95
90202A,2.95
90202B,2.95
90202C,2.95
90202D,2.95
90204,3.35
90205A,1.65
90205C,1.65
90206A,4.95
90206C,4.95
90208,2.55
90209A,2.1
90209B,2.1
90209C,2.1
90210A,2.95
90210B,1.0
90210C,1.0
90210D,1.0
90211A,5.95
90211B,5.95
90212B,3.75
90212C,3.75
90214A,0.29
90214B,0.29
90214C,0.29
90214D,0.29
90214E,0.29
90214F,0.29
90214G,0.29
90214H,0.29
90214I,0.29
90214J,0.29
90214K,0.29
90214L,0.29
90214M,0.29
90214N,0.29
90214O,0.29
90214P,0.29
90214R,0.29
90214S,0.29
90214T,0.29
90214U,0.29
90214V,0.29
90214W,0.29
90214Y,0.29
90214Z,0.29
